Accession,Release_Date,Species,Genus,Family,Length,Genotype,Genome_Region,Segment,Authors,Publications,Protein,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
QII87829,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,orf1a polyprotein,USA,Homo sapiens,,2020-03-01,,orf1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QII87831,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,ORF3a protein,USA,Homo sapiens,,2020-03-01,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QII87833,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,membrane glycoprotein,USA,Homo sapiens,,2020-03-01,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII87835,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,ORF7a protein,USA,Homo sapiens,,2020-03-01,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QII87836,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,ORF7b,USA,Homo sapiens,,2020-03-01,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QII87838,2020-03-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Roychoudhury,P., Greninger,A., Jerome,K.",,nucleocapsid phosphoprotein,USA,Homo sapiens,,2020-03-01,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57227,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-02-20,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QII57228,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,surface glycoprotein,USA,Homo sapiens,oronasopharynx,2020-02-20,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57229,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf3a protein,USA,Homo sapiens,oronasopharynx,2020-02-20,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QII57231,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-02-20,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57232,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf6 protein,USA,Homo sapiens,oronasopharynx,2020-02-20,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QII57234,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf8 protein,USA,Homo sapiens,oronasopharynx,2020-02-20,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QII57236,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf10 protein,USA,Homo sapiens,oronasopharynx,2020-02-20,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QII57235,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-02-20,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57233,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf7a protein,USA,Homo sapiens,oronasopharynx,2020-02-20,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QII57230,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,envelope protein,USA,Homo sapiens,oronasopharynx,2020-02-20,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QII57217,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QII57218,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,surface glycoprotein,USA,Homo sapiens,oronasopharynx,2020-02-17,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57220,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,envelope protein,USA,Homo sapiens,oronasopharynx,2020-02-17,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QII57226,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf10 protein,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QII57224,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf8 protein,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QII57225,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-02-17,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57222,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf6 protein,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QII57223,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf7a protein,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QII57221,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-02-17,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57219,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf3a protein,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QII57197,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QII57198,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,surface glycoprotein,USA,Homo sapiens,oronasopharynx,2020-02-17,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57199,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf3a protein,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
QII57200,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,envelope protein,USA,Homo sapiens,oronasopharynx,2020-02-17,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QII57201,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-02-17,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57202,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf6 protein,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QII57203,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf7a protein,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QII57205,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-02-17,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57206,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf10 protein,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QII57204,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Tao,Y., Paden,C.R., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf8 protein,USA,Homo sapiens,oronasopharynx,2020-02-17,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QII57237,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf1ab polyprotein,USA,Homo sapiens,oronasopharynx,2020-02-25,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QII57238,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,surface glycoprotein,USA,Homo sapiens,oronasopharynx,2020-02-25,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57240,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,envelope protein,USA,Homo sapiens,oronasopharynx,2020-02-25,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QII57241,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,membrane glycoprotein,USA,Homo sapiens,oronasopharynx,2020-02-25,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57243,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf7a protein,USA,Homo sapiens,oronasopharynx,2020-02-25,,orf7a protein [Severe acute respiratory syndrome coronavirus 2]
QII57244,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf8 protein,USA,Homo sapiens,oronasopharynx,2020-02-25,,orf8 protein [Severe acute respiratory syndrome coronavirus 2]
QII57245,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,nucleocapsid phosphoprotein,USA,Homo sapiens,oronasopharynx,2020-02-25,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QII57246,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf10 protein,USA,Homo sapiens,oronasopharynx,2020-02-25,,orf10 protein [Severe acute respiratory syndrome coronavirus 2]
QII57242,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf6 protein,USA,Homo sapiens,oronasopharynx,2020-02-25,,orf6 protein [Severe acute respiratory syndrome coronavirus 2]
QII57239,2020-03-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,,,,"Paden,C.R., Tao,Y., Queen,K., Uehara,A., Zhang,J., Li,Y., Wang,H., Kamili,S., Lu,X., Lynch,B., Sakthivel,S.K.K., Whitaker,B.L., Wang,L., Murray,J.R., Padilla,J., Lee,J., Gerber,S.I., Lindstrom,S., Tong,S.",,orf3a protein,USA,Homo sapiens,oronasopharynx,2020-02-25,,orf3a protein [Severe acute respiratory syndrome coronavirus 2]
